user_id,rides_request,price,rides_accepted
82,4295,3.5,1054.938
83,3830,3,858.12885
84,1937,2,-38.313831
85,2944,2.5,518.07147
86,4872,3.5,1427.5341
87,3273,3,275.4595
88,4914,3.5,1557.1366
89,1517,2,-574.44409
90,2745,2.5,457.72458
91,3487,3,694.14581
92,4557,3.5,-42.625896
93,2447,2.5,144.86655
94,2730,2.5,410.37933
95,4908,3.5,1535.6584
96,4272,3.5,979.01666
97,3561,3,793.94336
98,4473,3.5,1202.1848
99,4983,3.5,1543.7156
100,3787,3,838.37036
101,2179,2.5,-210.90445
102,4217,3.5,974.06982
103,4744,3.5,1314.3812
104,3707,3,871.74359
105,3905,3,1088.235
106,2248,2.5,-58.992821
107,3850,3,813.10614
108,3416,3,650.94904
109,1798,2,-12.734731
110,2855,2.5,543.8186
111,4717,3.5,1325.0421
112,4235,3.5,822.5741
113,3736,3,811.34009
114,1881,2,70.706627
115,2453,2.5,162.98917
116,2263,2.5,.48479846
117,4087,3.5,664.41992
118,2374,2.5,83.311813
119,2843,2.5,534.09021
120,3235,3,454.56589
121,1738,2,-75.562004
122,3606,3,809.01685
123,3445,3,677.04175
124,3412,3,638.53967
125,4734,3.5,1391.6169
126,2132,2.5,-328.70029
127,3018,3,299.51242
128,1851,2,36.819782
129,4621,3.5,1326.0968
130,3050,3,294.31836
131,2330,2.5,-103.78135
132,4723,3.5,1386.8683
133,4468,3.5,1117.2325
134,2757,2.5,420.64755
135,4783,3.5,1413.2567
136,3959,3,1133.3676
137,3371,3,607.79736
138,2385,2.5,92.145294
139,2842,2.5,339.62646
140,2854,2.5,350.86163
141,4552,3.5,1272.8687
142,3482,3,674.88391
143,1549,2,-356.18689
144,1656,2,-166.88657
145,4644,3.5,1169.8127
146,1518,2,-465.22885
147,4417,3.5,1064.0828
148,2353,2.5,-79.814713
149,2938,2.5,630.37421
150,4820,3.5,1474.381
151,2684,2.5,290.42737
152,2950,2.5,643.49945
153,1575,2,-224.04453
154,1896,2,55.872227
155,1472,2,-535.05493
156,2187,2.5,-251.37552
157,2973,2.5,661.39337
158,2144,2.5,-162.5569
159,1973,2,51.696312
160,2409,2.5,10.031916
161,3708,3,819.08972
162,1797,2,-57.749428
163,3844,3,1042.7319
164,2981,2.5,634.56915
165,3892,3,1095.635
166,4302,3.5,1036.4563
167,4136,3.5,916.1098
168,2899,2.5,581.7478
169,4295,3.5,988.96082
170,3572,3,765.18188
171,4241,3.5,996.58398
172,2725,2.5,429.33405
173,4757,3.5,1446.4756
174,1851,2,13.531343
175,1829,2,-34.711716
176,3623,3,791.70276
177,1561,2,-243.30719
178,3119,3,302.37659
179,2220,2.5,-137.3049
180,4917,3.5,1605.743
181,3523,3,750.22845
182,2664,2.5,353.95535
183,4040,3.5,749.01318
184,2993,2.5,662.23444
185,2989,2.5,627.71997
186,4823,3.5,1247.0446
187,1469,2,-296.71033
188,4831,3.5,1536.4255
189,4333,3.5,1057.2479
190,4498,3.5,1239.0096
191,2424,2.5,172.46927
192,4946,3.5,1313.256
193,3389,3,647.45258
194,3912,3,997.72247
195,4521,3.5,1163.4181
196,4516,3.5,1153.511
197,4811,3.5,1463.8141
198,3778,3,945.82782
199,3632,3,859.62616
200,2857,2.5,551.45654
201,1806,2,-28.675541
202,1974,2,103.87136
203,3589,3,544.8186
204,2675,2.5,373.07019
205,3324,3,491.68942
206,3692,3,890.10291
207,3775,3,959.69073
208,3906,3,1069.3225
209,4881,3.5,1567.9188
210,4836,3.5,1502.6918
211,4121,3.5,878.10693
212,1956,2,95.537857
213,3245,3,490.69733
214,2493,2.5,228.44086
215,1942,2,1.1973217
216,1425,2,-453.0372
217,3120,3,318.728
218,2481,2.5,207.59427
219,4642,3.5,1241.0687
220,2900,2.5,584.38574
221,4212,3.5,797.05078
222,2011,2.5,-206.57242
223,1667,2,-104.63808
224,2911,2.5,535.06104
225,3869,3,1018.1201
226,2198,2.5,-89.781876
227,4665,3.5,1261.8693
228,3873,3,1026.6055
229,2991,2.5,640.70166
230,2142,2.5,-223.11761
231,4290,3.5,1029.2507
232,4131,3.5,793.61395
233,2094,2.5,-208.11765
234,3442,3,638.14496
235,3122,3,361.203
236,3468,3,670.48218
237,2260,2.5,22.085413
238,2908,2.5,588.84613
239,1974,2,144.18443
240,2871,2.5,526.46411
241,3010,3,289.05414
242,4436,3.5,1184.0052
243,3707,3,865.31244
244,2483,2.5,202.09152
245,2746,2.5,409.24039
246,1837,2,-94.024071
247,2563,2.5,95.075195
248,2804,2.5,464.07535
249,2357,2.5,85.467087
250,1480,2,-341.05206
251,3356,3,603.27075
252,3677,3,871.58203
253,3973,3,1120.0558
254,4992,3.5,1635.2546
255,3230,3,399.05939
256,1911,2,24.446665
257,1668,2,-290.90863
258,3377,3,593.92609
259,2710,2.5,398.51166
260,1669,2,-149.62202
261,4064,3.5,819.26483
262,4947,3.5,1588.8346
263,2220,2.5,-51.530449
264,4987,3.5,1640.5283
265,3775,3,972.16815
266,3707,3,905.604
267,2551,2.5,219.35367
268,3800,3,957.15656
269,2685,2.5,332.76181
270,4449,3.5,1191.6943
271,1448,2,-345.91678
272,4971,3.5,1614.3715
273,4373,3.5,1105.0132
274,1549,2,-671.9231
275,1413,2,-355.56308
276,2885,2.5,560.12305
277,4866,3.5,1423.7385
278,4047,3.5,743.00189
279,3238,3,470.72992
280,4250,3.5,984.16473
281,2852,2.5,539.8739
282,4542,3.5,1204.825
283,2975,2.5,634.73566
284,4919,3.5,1596.5121
285,3648,3,732.93414
286,3777,3,988.54932
287,1752,2,-28.087179
288,4274,3.5,1006.2102
289,4920,3.5,1482.2555
290,4864,3.5,1548.96
291,2360,2.5,93.89753
292,2759,2.5,450.96249
293,1688,2,-108.66888
294,3121,3,27.066664
295,1974,2,131.45534
296,2281,2.5,2.4274454
297,1510,2,-545.97247
298,2803,2.5,457.34018
299,3669,3,855.58704
300,4772,3.5,1453.5476
301,3764,3,910.49286
302,4762,3.5,1447.3567
303,3477,3,641.99896
304,1500,2,-321.56741
305,4335,3.5,905.5451
306,2012,2.5,-220.71246
307,2055,2.5,-169.77431
308,2501,2.5,221.59669
309,1507,2,-376.48471
310,1934,2,137.09158
311,2004,2.5,-212.14664
312,3113,3,354.12454
313,2862,2.5,470.10211
314,4596,3.5,1273.0898
315,4196,3.5,935.3277
316,3133,3,394.13425
317,1761,2,-67.50222
318,1496,2,-282.91
319,3808,3,408.37354
320,4995,3.5,1686.2767
321,3492,3,471.52771
322,4498,3.5,1126.696
323,1858,2,58.054054
324,4399,3.5,1068.6005
325,3444,3,546.45367
326,2409,2.5,123.85027
327,2901,2.5,96.614616
328,3913,3,1112.4602
329,2154,2.5,-89.488564
330,2024,2.5,-183.99161
331,3996,3,337.01981
332,2963,2.5,662.4035
333,2080,2.5,-177.59355
334,2810,2.5,441.37543
335,2955,2.5,631.36206
336,2497,2.5,153.68333
337,2460,2.5,102.18893
338,3027,3,279.95551
339,2425,2.5,6.9428911
340,4479,3.5,1209.679
341,2434,2.5,108.71577
342,2297,2.5,40.983574
343,2372,2.5,101.00323
344,2338,2.5,-82.897377
345,1778,2,-83.047752
346,2816,2.5,512.50085
347,3857,3,1057.0427
348,2786,2.5,294.65894
349,3160,3,380.74677
350,1790,2,-43.43626
351,4821,3.5,1481.7559
352,3431,3,622.50354
353,2828,2.5,462.28128
354,4210,3.5,967.92932
355,3181,3,439.0777
356,4030,3.5,699.94873
357,2672,2.5,285.26547
358,2263,2.5,-11.502212
359,4431,3.5,978.513
360,2835,2.5,482.85117
361,1697,2,-162.50758
362,2981,2.5,657.487
363,4498,3.5,1091.6401
364,1583,2,-212.17247
365,3518,3,740.41138
366,4655,3.5,1319.8977
367,1985,2,158.21196
368,2317,2.5,-16.267527
369,1579,2,-202.02597
370,2668,2.5,-114.07407
371,4047,3.5,765.3938
372,3505,3,729.49524
373,4350,3.5,1047.0272
374,4777,3.5,1400.0482
375,4601,3.5,1303.2871
376,2660,2.5,350.87973
377,1509,2,-351.34335
378,3317,3,563.97528
379,2716,2.5,366.75095
380,3184,3,367.80536
381,1529,2,-293.44705
382,4401,3.5,929.40894
383,4277,3.5,1021.1212
384,4803,3.5,1409.316
385,2387,2.5,68.807884
386,4944,3.5,1610.6312
387,4783,3.5,1437.5837
388,3704,3,874.97943
389,4344,3.5,1096.2216
390,2696,2.5,-479.05096
391,4145,3.5,697.86078
392,1577,2,-209.27812
393,2571,2.5,269.1412
394,3584,3,734.49554
395,4189,3.5,952.64343
396,2971,2.5,651.7829
397,2304,2.5,45.278862
398,1657,2,-142.70471
399,4673,3.5,1363.8723
400,3862,3,1010.5549
401,2164,2.5,-141.65941
402,3474,3,700.66602
403,4030,3.5,793.19464
404,3794,3,875.29816
405,3410,3,650.87506
406,4098,3.5,800.21008
407,4470,3.5,1149.0385
408,2257,2.5,-29.391199
409,1943,2,59.610523
410,4283,3.5,995.02118
411,2837,2.5,497.49826
412,4918,3.5,1531.9495
413,4337,3.5,846.49707
414,3764,3,965.84906
415,3937,3,1117.6146
416,1744,2,-46.198898
417,3409,3,655.75122
418,4816,3.5,1521.885
419,4514,3.5,990.44727
420,2948,2.5,525.15112
421,3414,3,641.33807
422,1649,2,-150.45622
423,2183,2.5,-117.54292
424,4712,3.5,1413.3304
425,2791,2.5,312.70975
426,1495,2,-371.84402
427,3642,3,870.03516
428,4573,3.5,1314.3474
429,3562,3,648.81555
430,3110,3,335.55783
431,3455,3,692.85022
432,4345,3.5,994.83948
433,3820,3,936.20911
434,2411,2.5,113.42706
435,1538,2,-313.8674
436,2233,2.5,-49.201294
437,3235,3,431.5032
438,3650,3,824.47162
439,1868,2,4.486939
440,2048,2.5,-214.32715
441,2891,2.5,569.78107
442,1613,2,-255.61932
443,2451,2.5,143.40182
444,1670,2,-306.41205
445,1571,2,-195.20889
446,2289,2.5,29.32826
447,4605,3.5,1321.0802
448,1507,2,-261.67871
449,4533,3.5,1142.8723
450,4171,3.5,889.65564
451,4174,3.5,911.83551
452,3823,3,998.80621
453,4381,3.5,989.25037
454,1658,2,-312.22269
455,1978,2,100.82356
456,2567,2.5,187.27148
457,3878,3,927.31287
458,3130,3,381.80716
459,3288,3,470.77979
460,4993,3.5,1686.7792
461,3388,3,572.17963
462,4010,3.5,737.2785
463,3181,3,440.9437
464,4902,3.5,1574.2686
465,2425,2.5,59.164539
466,4337,3.5,883.15082
467,3282,3,518.78564
468,1778,2,-8.4501181
469,4507,3.5,1248.9131
470,4594,3.5,1190.0164
471,2448,2.5,143.78171
472,3148,3,409.93073
473,3847,3,992.54523
474,2034,2.5,-231.71227
475,4909,3.5,1584.3311
476,1992,2,155.40111
477,3012,3,166.08691
478,3806,3,923.07874
479,4796,3.5,1505.4636
480,3861,3,1065.6024
481,3263,3,452.49982
482,4238,3.5,990.2149
483,1928,2,113.62623
484,3928,3,1121.0338
485,4910,3.5,1554.6559
486,1828,2,-47.415054
487,3326,3,563.44055
488,2479,2.5,186.22609
489,2082,2.5,-187.95183
490,1962,2,131.21014
491,3620,3,851.01147
492,1719,2,-105.87114
493,2207,2.5,-346.27609
494,1876,2,30.913786
495,3358,3,400.52567
496,3018,3,273.91895
497,1954,2,136.1739
498,1714,2,-168.52827
499,1459,2,-311.26785
500,4889,3.5,1457.8363
501,4121,3.5,798.40503
502,3332,3,366.63086
503,1792,2,-15.894289
504,3943,3,1120.0321
505,4750,3.5,1373.379
506,1628,2,-168.20154
507,4031,3.5,633.47736
508,4100,3.5,863.84607
509,2944,2.5,586.03473
510,4072,3.5,846.53436
511,2887,2.5,580.23254
512,2332,2.5,-272.81949
513,1995,2,174.12546
514,4809,3.5,1466.9314
515,2530,2.5,132.45204
516,1980,2,83.844063
517,2063,2.5,-156.13788
518,4852,3.5,1561.2975
519,4380,3.5,1115.6598
520,3111,3,280.80984
521,1607,2,-196.62082
522,4809,3.5,1462.554
523,4219,3.5,817.01837
524,3775,3,987.0097
525,4672,3.5,1374.3328
526,2511,2.5,230.45778
527,2729,2.5,446.43307
528,4571,3.5,1010.1843
529,4202,3.5,967.57611
530,3867,3,1068.6521
531,3606,3,749.38483
532,2374,2.5,94.142502
533,2720,2.5,389.60443
534,3885,3,1048.9235
535,2505,2.5,244.76933
536,1474,2,-282.90302
537,2246,2.5,-12.643355
538,1863,2,-83.056053
539,2800,2.5,516.03357
540,2324,2.5,-109.05461
541,4312,3.5,791.06628
542,2551,2.5,147.5799
543,2597,2.5,230.2545
544,3173,3,154.00862
545,4432,3.5,1125.7877
546,3074,3,247.97134
547,4863,3.5,1337.2412
548,2012,2.5,-218.94891
549,3472,3,662.02588
550,3065,3,324.62125
551,1695,2,-309.61313
552,3507,3,670.86682
553,4624,3.5,1139.7964
554,2030,2.5,-255.45871
555,3717,3,913.5415
556,1471,2,-394.0939
557,3086,3,322.66479
558,2715,2.5,433.9744
559,3692,3,852.36926
560,3454,3,603.69366
561,2592,2.5,218.48506
562,3845,3,1016.6814
563,3661,3,478.33636
564,2614,2.5,334.39548
565,3331,3,534.72986
566,4104,3.5,854.02618
567,4194,3.5,918.98206
568,4278,3.5,1019.4883
569,3510,3,680.6709
570,2115,2.5,-143.6571
571,2413,2.5,154.32401
572,2355,2.5,7.1810632
573,3714,3,894.85394
574,2346,2.5,98.555916
575,4649,3.5,1284.7772
576,4080,3.5,859.52582
577,4016,3.5,736.89844
578,3690,3,762.60339
579,1968,2,118.87257
580,4796,3.5,1451.4324
581,4995,3.5,1681.6415
582,3586,3,687.823
583,2528,2.5,243.44978
584,2886,2.5,563.34064
585,3826,3,1007.3259
586,2365,2.5,102.40791
587,4704,3.5,1414.7476
588,2766,2.5,474.13751
589,2583,2.5,53.375813
590,2038,2.5,-177.21552
591,2191,2.5,-322.6225
592,2960,2.5,639.52435
593,4405,3.5,1057.1598
594,4758,3.5,1472.4463
595,3823,3,781.35498
596,3043,3,280.15659
597,4836,3.5,1537.0553
598,4589,3.5,1016.7469
599,4589,3.5,1273.894
600,2641,2.5,216.13893
601,1475,2,-414.68591
602,4730,3.5,1416.9774
603,4364,3.5,936.88995
604,2801,2.5,390.61838
605,2860,2.5,525.138
606,3951,3,1141.8977
607,2119,2.5,-167.45232
608,2640,2.5,359.32541
609,2428,2.5,-7.2456932
610,2769,2.5,-59.303402
611,4931,3.5,1624.0111
612,4789,3.5,1462.991
613,2406,2.5,107.43944
614,4399,3.5,1118.0676
615,3798,3,875.12762
616,3182,3,399.90369
617,2307,2.5,45.686493
618,4999,3.5,1638.0046
619,3760,3,881.45361
620,1602,2,-241.65363
621,1546,2,-252.17731
622,1896,2,59.426636
623,2393,2.5,118.36783
624,1645,2,-124.40385
625,3338,3,482.22696
626,3178,3,441.47223
627,2913,2.5,613.74823
628,4066,3.5,837.79742
629,1925,2,106.37411
630,4413,3.5,1006.1672
631,2845,2.5,514.1217
632,1731,2,-145.23915
633,3923,3,1030.0579
634,2396,2.5,141.51953
635,3030,3,107.16402
636,2432,2.5,149.88684
637,4480,3.5,1162.1564
638,4034,3.5,799.43378
639,2103,2.5,-121.3924
640,4411,3.5,1121.8873
641,4831,3.5,1516.0126
642,2132,2.5,-164.08229
643,2916,2.5,593.36707
644,3510,3,599.23987
645,3687,3,860.07648
646,4885,3.5,1563.9987
647,2306,2.5,-.5314762
648,3809,3,936.26721
649,4716,3.5,870.35339
650,4384,3.5,972.17743
651,2354,2.5,45.291973
652,3170,3,430.71997
653,4487,3.5,1224.5577
654,2715,2.5,418.59079
655,3327,3,407.95279
656,4866,3.5,1565.4979
657,2594,2.5,237.70976
658,4821,3.5,1468.2139
659,3151,3,386.2883
660,1616,2,-217.92107
661,2784,2.5,478.72058
662,1663,2,-195.34244
663,2620,2.5,334.59219
664,4500,3.5,1222.2201
665,3349,3,436.17941
666,3426,3,629.46338
667,4260,3.5,996.39343
668,2266,2.5,-37.079441
669,2743,2.5,429.27243
670,4233,3.5,972.10748
671,3445,3,584.0517
672,3958,3,965.50415
673,4176,3.5,930.68201
674,2831,2.5,521.56726
675,3783,3,913.96338
676,2866,2.5,475.9187
677,4928,3.5,1597.4246
678,1451,2,-300.91833
679,4873,3.5,1565.0768
680,2713,2.5,350.68472
681,2388,2.5,99.57019
682,3501,3,681.18872
683,4662,3.5,1373.6179
684,4050,3.5,741.46313
685,3879,3,1069.5035
686,3949,3,1132.712
687,1892,2,84.24733
688,4216,3.5,963.6994
689,1963,2,76.632233
690,3513,3,734.31061
691,1682,2,-149.6819
692,2873,2.5,477.19174
693,2145,2.5,-102.89395
694,2810,2.5,438.31805
695,4764,3.5,1439.5398
696,2566,2.5,257.39996
697,1538,2,-323.03912
698,1958,2,135.63431
699,2805,2.5,506.94214
700,3426,3,653.77124
701,3251,3,483.36954
702,3925,3,1091.845
703,4788,3.5,1494.4821
704,1463,2,-312.54694
705,3257,3,356.936
706,4004,3.5,796.12299
707,4784,3.5,1306.873
708,2331,2.5,-.10897744
709,1836,2,-9.8575058
710,4446,3.5,1130.6901
711,4038,3.5,408.80698
712,1580,2,-215.3125
713,2267,2.5,-192.7012
714,1619,2,-157.03601
715,3702,3,918.96344
716,4202,3.5,957.6366
717,1933,2,74.503868
718,4193,3.5,854.4823
719,3113,3,342.21283
720,4120,3.5,885.27319
721,3696,3,894.11639
722,2012,2.5,-236.33678
723,3077,3,324.319
724,2206,2.5,-54.490284
725,2826,2.5,484.93771
726,4130,3.5,723.23492
727,3848,3,963.25372
728,3865,3,1029.3832
729,3643,3,817.54547
730,2921,2.5,593.35956
731,2721,2.5,109.12333
732,1743,2,-57.681931
733,4350,3.5,984.03296
734,1541,2,-238.63031
735,3775,3,992.77075
736,2981,2.5,604.50848
737,3721,3,915.7821
738,3101,3,269.4303
739,2327,2.5,69.371704
740,2006,2.5,-1185.714
741,4097,3.5,867.13739
742,3244,3,452.41376
743,4519,3.5,1081.2205
744,2470,2.5,184.82451
745,3462,3,608.91168
746,4968,3.5,1656.9188
747,2358,2.5,75.425194
748,4407,3.5,854.51196
749,4340,3.5,955.22949
750,4941,3.5,1590.7357
751,3981,3,1049.2307
752,4289,3.5,1037.2144
753,4729,3.5,1436.7524
754,2885,2.5,521.68951
755,1503,2,-279.81998
756,4773,3.5,882.19495
757,3046,3,290.47427
758,4620,3.5,1319.8691
759,4739,3.5,1459.5583
760,4015,3.5,796.87592
761,3326,3,446.55289
762,2136,2.5,-497.20428
763,4932,3.5,1573.7754
764,4395,3.5,1144.5389
765,4547,3.5,1288.6326
766,3149,3,342.05045
767,4012,3.5,461.98981
768,4353,3.5,1068.3042
769,3675,3,856.664
770,2259,2.5,-72.782784
771,1639,2,-282.96194
772,4336,3.5,1028.328
773,4308,3.5,1029.8596
774,3750,3,868.9024
775,2657,2.5,363.77869
776,1778,2,-19.802437
777,3034,3,253.35527
778,2681,2.5,174.541
779,1925,2,15.684487
780,2254,2.5,18.940849
781,4534,3.5,1230.3323
782,2126,2.5,-147.16074
783,4111,3.5,311.06583
784,4121,3.5,854.48657
785,1845,2,-61.646469
786,3037,3,311.37518
787,1554,2,-221.18443
788,4364,3.5,1097.6511
789,1805,2,-43.464046
790,4400,3.5,1139.1769
791,3919,3,1077.9828
792,2672,2.5,346.01904
793,3449,3,687.00464
794,3997,3,1155.3822
795,3215,3,457.18759
796,2201,2.5,-55.632629
797,2247,2.5,-56.300243
798,2521,2.5,.87698275
799,3751,3,942.21576
800,3539,3,574.36542
801,1500,2,-460.96881
802,2952,2.5,562.36438
803,2702,2.5,423.10779
804,2691,2.5,403.39734
805,3655,3,770.75439
806,3394,3,628.64825
807,3765,3,936.15118
808,2601,2.5,125.94539
809,3304,3,549.49738
810,2727,2.5,440.46152
811,3134,3,222.0347
812,3925,3,1087.7142
813,4959,3.5,1595.4279
814,4275,3.5,997.14532
815,2656,2.5,364.56586
816,4041,3.5,826.81445
817,2967,2.5,557.06781
818,2665,2.5,337.06946
819,3046,3,331.41455
820,1567,2,-409.78821
821,2525,2.5,257.59534
822,3391,3,602.10919
823,1867,2,-60.599743
824,1888,2,-185.48785
825,4954,3.5,1634.429
826,4584,3.5,1060.7451
827,3709,3,778.36047
828,1643,2,-152.91756
829,2411,2.5,121.32463
830,4213,3.5,935.27496
831,2788,2.5,489.15939
832,2380,2.5,126.57705
833,1831,2,6.1454253
834,4535,3.5,1253.101
835,4483,3.5,1211.0569
836,1674,2,-113.85982
837,2135,2.5,-111.29449
838,1596,2,-364.65945
839,3016,3,222.97295
840,3383,3,566.74854
841,3126,3,378.23627
842,3599,3,826.29749
843,4390,3.5,1090.0463
844,1727,2,-95.322685
845,4458,3.5,1189.2379
846,4258,3.5,1009.9026
847,2919,2.5,551.48755
848,4784,3.5,1499.2222
849,2465,2.5,182.34665
850,2202,2.5,-43.31992
851,3085,3,334.57422
852,2392,2.5,142.83841
853,4149,3.5,813.71173
854,2705,2.5,413.45834
855,3497,3,699.18097
856,1864,2,-38.956188
857,1709,2,-97.530182
858,2940,2.5,504.05679
859,3628,3,853.65265
860,2874,2.5,497.18576
861,1569,2,-232.87892
862,1787,2,-29.789944
863,2645,2.5,312.17776
864,2783,2.5,460.59747
865,4303,3.5,1042.8396
866,4706,3.5,1425.3895
867,3027,3,314.27234
868,1422,2,-353.04968
869,4084,3.5,870.35541
870,3534,3,470.16
871,3050,3,280.09796
872,4754,3.5,1460.6969
873,4775,3.5,1451.793
874,3568,3,493.80658
875,2507,2.5,-22.137486
876,3003,3,224.63918
877,4744,3.5,1434.9917
878,3311,3,527.32733
879,4115,3.5,745.66876
880,4486,3.5,1117.6721
881,3384,3,588.24768
882,2463,2.5,167.73579
883,4493,3.5,1220.4467
884,4991,3.5,1624.8914
885,3005,3,296.17517
886,2934,2.5,531.87164
887,4728,3.5,1374.8562
888,3899,3,1075.8146
889,4514,3.5,778.45435
890,4390,3.5,1066.5425
891,1550,2,-227.19955
892,1754,2,-49.155392
893,4688,3.5,1359.4104
894,2965,2.5,599.42169
895,3442,3,619.63147
896,3888,3,942.69586
897,4598,3.5,1308.4546
898,3053,3,226.44554
899,3618,3,737.56464
900,3891,3,1080.3632
901,4783,3.5,1424.3075
902,2638,2.5,338.60727
903,4269,3.5,901.05322
904,3729,3,870.79102
905,2669,2.5,277.49121
906,2878,2.5,541.65149
907,3212,3,413.78854
908,1975,2,165.24655
909,4108,3.5,834.00177
910,3729,3,937.15143
911,3456,3,646.63489
912,1907,2,70.674797
913,1807,2,-42.693851
914,4400,3.5,1155.7599
915,3067,3,328.42902
916,3366,3,605.26678
917,1872,2,58.469788
918,1718,2,-179.40129
919,4339,3.5,1077.5011
920,3713,3,826.88721
921,3961,3,1069.5718
922,2794,2.5,472.55319
923,3651,3,850.13751
924,3574,3,805.1297
925,2816,2.5,501.49588
926,4742,3.5,1441.38
927,2444,2.5,124.7467
928,4859,3.5,1546.4752
929,4732,3.5,1415.2616
930,4019,3.5,812.70758
931,2585,2.5,294.47189
932,3532,3,754.65631
933,3858,3,1058.63
934,3383,3,558.57892
935,4867,3.5,1530.8293
936,3465,3,669.93658
937,3002,3,289.52716
938,1867,2,37.177837
939,4535,3.5,1242.0586
940,3072,3,328.6199
941,4375,3.5,1124.7792
942,4311,3.5,982.11981
943,4664,3.5,1369.578
944,1934,2,100.91875
945,1718,2,-60.90361
946,3072,3,287.42831
947,2592,2.5,297.23282
948,2241,2.5,-12.131725
949,1876,2,-173.79347
950,4919,3.5,1199.5737
951,1583,2,-395.54483
952,4769,3.5,1482.671
953,3126,3,333.86829
954,2224,2.5,-62.529842
955,3870,3,1068.4047
956,3870,3,1073.2573
957,2964,2.5,531.67419
958,1796,2,-19.934473
959,3488,3,650.77478
960,3391,3,515.47565
961,2094,2.5,-191.41634
962,4142,3.5,912.49188
963,2564,2.5,236.06508
964,3844,3,1015.1375
965,2659,2.5,380.07626
966,3079,3,308.17548
967,1857,2,-58.642094
968,4827,3.5,1397.5339
969,2464,2.5,42.993813
970,3358,3,592.15546
971,2810,2.5,458.96698
972,1424,2,-337.46912
973,2326,2.5,37.798527
974,2253,2.5,-35.850403
975,4717,3.5,1361.6949
976,4123,3.5,883.276
977,3700,3,819.3479
978,2442,2.5,47.241932
979,3290,3,545.52667
980,2300,2.5,-2.3582025
981,3720,3,918.28925
982,4417,3.5,1127.182
983,2215,2.5,-45.374798
984,4354,3.5,853.16425
985,2576,2.5,252.452
986,4859,3.5,1416.2274
987,4452,3.5,1055.7675
988,3684,3,871.57397
989,3162,3,321.65967
990,3900,3,1088.2941
991,1554,2,-321.09586
992,4978,3.5,1612.7162
993,4500,3.5,1240.6028
994,2990,2.5,627.27643
995,4277,3.5,1044.2268
996,4072,3.5,824.9342
997,2914,2.5,591.93707
998,1944,2,122.04513
999,1526,2,-314.6738
1000,4789,3.5,1463.9207
1001,2283,2.5,.024706321
1002,4692,3.5,1316.8651
1003,4101,3.5,605.26282
1004,4546,3.5,1280.5809
1005,3161,3,357.92551
1006,3454,3,685.26392
1007,4226,3.5,916.29822
1008,2814,2.5,420.66956
1009,4844,3.5,1426.7797
1010,4956,3.5,1550.9041
1011,2265,2.5,21.226879
1012,1928,2,82.611778
1013,4096,3.5,777.9895
1014,3913,3,1046.6187
1015,2709,2.5,326.44839
1016,2927,2.5,601.60583
1017,2916,2.5,526.22186
1018,4047,3.5,806.35101
1019,4921,3.5,1550.0535
1020,2260,2.5,7.9973149
1021,3517,3,758.284
1022,2006,2.5,-225.84637
1023,4044,3.5,786.12659
1024,3222,3,373.03217
1025,4321,3.5,988.41498
1026,4375,3.5,1100.2574
1027,2080,2.5,-163.15042
1028,2221,2.5,-110.0611
